,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2137,2137,54125266,20241221052002,"Cozy, big Family home in the heart of Kreuzberg","We're renting out our Family home for 6 months (Aug-Feb 22/23)<br /><br />Our 93 sqm apartment sleeps 4 comfortably, with up to 6 sleeping options available. We are on the ground floor = flat is wheelchair friendly.<br /><br />The Kitchen is integrated in the living area. From the hallway there are two bedrooms, on with a maisonette bed (kids room) and one with a pull out bed. We have one bathroom with bathtub + one guest bathroom with toilet. <br /><br />Enjoy your own private garden just in the middle of Paul-Lincke-Ufer!",207549856,Judith,f,1.0,2.0,t,t,52.49394,13.42866,Entire rental unit,Entire home/apt,6,,3.0,,,183,5,5,183,183,5.0,183.0,,t,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,02/Z/RA/014647-22,f,1,1,0,0,0.03
2148,2148,1216757408450098435,20241221052002,Spacious 5 Bedroom Apartment w/Balcony for Groups,Forget your worries in this spacious and serene space.,593201397,Joao Victor,,13.0,18.0,t,t,52.54611,13.41398,Entire rental unit,Entire home/apt,8,,5.0,,,365,1,2,365,365,2.0,365.0,,t,19,41,68,79,15,15,3,4.73,4.73,4.6,4.67,4.47,4.8,4.67,03/Z/AZ/004830-19,t,7,7,0,0,3.66
2167,2167,45436574,20241221052002,City-Apartment Spreeufer  im Herzen Berlins,"This modern and fully equipped city apartment sleeps up to 7 guests. In two separate bedrooms, one with 1 double bed (separable) and the second bedroom with 3 single beds, as well as the possibility of one or two other guests on the sofa bed in the living room.",234930165,KroMap,f,3.0,4.0,t,t,52.50148,13.45556,Entire rental unit,Entire home/apt,7,1.5,2.0,5.0,$145.00,1125,2,2,1125,1125,2.0,1125.0,,t,16,46,76,324,62,20,0,4.65,4.65,4.44,4.85,4.74,4.71,4.48,"Legal entity name and Legal form: Kromap UG <br/>Legal representatives or Trade register number: HRB200483B <br/> Entity address: Peschkestr., 12161, Berlin, Deutschland <br/>Listing address: Modersohnstr. 77, 10245, Berlin - Friedrichshain, Deutschland",f,3,3,0,0,1.62
2169,2169,970803949725406531,20241221052002,Haus direkt an der Spree mit Whirlpool und Sauna,"The dream house is located directly in Berlin on the Spree with a small boat harbor and 1000 square meters of park-like garden.<br /><br />On the ground floor (with underfloor heating) is a living room,<br />the kitchen, a double bedroom, a bathroom with shower/integrated steam sauna and a Miele washing machine.<br />On the child-friendly upper floor  is a large bedroom with double bed and a bathroom with jacuzzi.<br /><br />In addition, there is a baby cot, a baby changing table and a baby running grill.",534957642,Andreas,f,1.0,1.0,t,t,52.433792169321755,13.68610313611878,Entire villa,Entire home/apt,6,2.0,2.0,3.0,$234.00,365,4,4,365,365,4.0,365.0,,t,15,45,75,260,1,1,0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,09/Z/AZ/003595-22,f,1,1,0,0,0.21
2175,2175,33307314,20241221052002,Zimmer im Berliner bed and breakfast,"The other ""Berlin"" stay<br />Right in the heart of Berlin, our unusual guesthouse is located in a typical Berlin Stuckaltbau the Gründerzeit period from 1895.<br />In a private atmosphere, we offer you a pleasant, relaxed and inexpensive variant of the Berlin stay in our ""Berliner"".",250870384,Andreas,t,3.0,3.0,t,t,52.48938,13.36176,Private room in bed and breakfast,Private room,5,2.0,1.0,4.0,$90.00,14,2,2,14,14,2.0,14.0,,t,0,0,19,109,43,9,0,4.81,4.79,4.63,4.91,4.93,4.91,4.67,"First name and Last name: Andreas Kaps <br/> Contact address: Maybachufer6, 2 Etage Links, Vorderhaus, 12047, Berlin, Berlin <br/>Listing address: Langenscheidtstraße 5a, Paterre Gewerbe, Vorderhaus, 10827, Berlin, Berlin",f,3,0,3,0,0.62
2188,2188,30334529,20241221052002,6-bed room/shared bathroom nr.16,"with 12-man communal bathroom, WIFI, bed linen, and storage<br />Breakfast buffet is available for € 7.00 including juices, coffee and tea.<br />The reception is open 24 hours.<br />""Late Check Out"" is possible after prior agreement!<br />Padlock: 5,00 € deposit<br />Keycard: 2,00 € deposit",8250486,Singer Hostel Berlin,f,27.0,49.0,t,t,52.5177,13.4243,Shared room in hostel,Shared room,6,1.0,1.0,6.0,$80.00,14,1,3,14,14,1.0,14.0,,t,25,55,85,85,22,1,0,4.68,4.86,4.77,4.86,4.77,4.68,4.77,"Legal entity name and Legal form: Odysseehostel GmbH &amp; Co KG <br/>Legal representatives or Trade register number: Susan Jurisch <br/> Entity address: Singerstr. 109, 10179, Berlin, Deutschland <br/>Listing address: Singerstr. 109, 10179, Berlin, Deutschland",f,27,0,11,16,0.31
2200,2200,5635407,20241221052002,Luxury Penthouse with 3 Terraces and AC,"Our 180 sq meter home + 35 sqm terrace in SO36 has 2 bathrooms/showers, 3 double bedrooms (one of which is a nursery but can have a bed instead) & 3 terraces. Extremely central yet very quiet. Bright and sunny, it is 2 minutes from Berlin's best market, close to public transport (U1/U8/Bus), nightlife, East Side gallery, the river & more. We live in a family building and we like our neighbors so please, no parties. Great neighborhood for foodies! Please, only AirBnBers with at least 1 review.",3274889,Tally,f,1.0,1.0,t,t,52.50175,13.43124,Entire condo,Entire home/apt,8,,3.0,,,30,3,3,30,30,3.0,30.0,,t,0,0,0,0,32,1,0,4.91,4.88,4.69,4.84,4.97,4.97,4.59,02/Z/RA/008251-18,f,1,1,0,0,0.28
2205,2205,968557844426030876,20241221052002,The Garden Suites Maisonette by Suite.030,"The Garden Suites are in a prime location and neighborhood, in Prenzlauer Berg, but as a rear building surrounded by gardens and beautiful views.",102979040,Team Suite030,f,28.0,40.0,t,t,52.53647147628183,13.408502593100632,Entire rental unit,Entire home/apt,8,3.0,4.0,4.0,"$1,104.00",365,1,4,1,999,2.9,559.7,,t,6,23,53,229,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Legal entity name and Legal form: Suite030 GmbH <br/>Legal representatives or Trade register number: HBR 148293 B  <br/> Entity address: Brunnenstraße 49, 10115, Berlin, Deutschland <br/>Listing address: Chorinerstraße 60a, 10435, Berlin, Deutschland",t,28,22,0,0,0.29
2207,2207,1034836316144652017,20241221052002,Altbauwohnung in Neukölln nahe Tempelhofer Feld,"2-room apartment in Neukölln near Tempelhofer Feld!<br />The apartment is fully equipped and offers some extras.<br />In the apartment you will find 2x double beds, 2x single beds & a sofa bed as well as a round dining table(sleeps 6).<br />The Boddinstraße subway station (U8) is literally right around the corner(60m).<br />Subway station Rathaus Neukölln U7 (500m) and various Bus stops as well as bars, clubs, studios, international restaurants and typical Spätis are close.",24982628,Ferhat,t,2.0,2.0,t,f,52.48112709999999,13.4261597,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,$123.00,365,2,3,365,365,3.0,365.0,,t,28,58,88,178,49,48,1,4.82,4.88,4.88,4.76,4.84,4.78,4.67,"First name and Last name: Ferhat Leon Uzuner <br/> Contact address: Lobeckstraße 19 , 10969, Berlin, Deutschland <br/>Listing address: Flughafenstraße 48, Vorderhaus 3.OG, 12053, Berlin, Deutschland",f,1,1,0,0,3.93
2210,2210,21431554,20241221052002,Rockchair | SC 3 -Cozy Family & Business 2 BR plus,"Give us a ❤ - save this apartment on your personal wish list!<br /><br />Easy Check-in with access code - without key!<br /><br />Box spring beds incl. bed linen, towels, shampoo, fully equipped kitchen, washing machine, dryer, high-speed WLAN, HD TV, high chair & baby cot ... and much more.  <br />Cleanliness & hygiene are very important to us. <br /><br />Professional or private? Family or colleagues? We will gladly issue an invoice with VAT.",155105708,Sören,,46.0,49.0,t,t,52.511,13.28853,Entire rental unit,Entire home/apt,7,1.0,2.0,5.0,$128.00,1125,1,5,1125,1125,4.6,1125.0,,t,16,35,65,340,124,19,2,4.71,4.81,4.68,4.94,4.81,4.69,4.52,"Legal entity name and Legal form: Rockchair GmbH <br/>Legal representatives or Trade register number: Sören Volger <br/> Entity address: Forckenbeckstr. 64, 14199, Berlin, Deutschland  <br/>Listing address: Sophie-Charlotten-Str. 53/54, 2. OG mitte, 14059, Berlin, Deutschland",f,23,23,0,0,1.45
2217,2217,896876218481366891,20241221052002,Altbauwohnung mit 2 Bädern (PB3),"Our fully renovated holiday apartment is located on the first floor of a well-kept old building from the Gründerzeit. With windows overlooking a quiet side street of Schönhauser Allee and a green backyard, you have access to 85 m² of two bedrooms, each with a single & double bed, a living and dining room with sofa bed, a kitchen and two bathrooms.",302954580,Oliver,f,8.0,9.0,t,t,52.5513503,13.417396,Entire rental unit,Entire home/apt,8,2.0,2.0,5.0,$211.00,180,2,5,180,180,5.0,180.0,,t,17,40,70,78,7,3,0,3.86,4.29,4.43,4.57,3.86,4.57,4.14,03/Z/NA/000965-15,f,7,7,0,0,0.4
2224,2224,1191284075980030718,20241221052002,3 Rooms Flat Museuminsel Berlin-Mitte 7 Personen,Will come in our little paradise!<br /> Here you can expect coziness and comfort in every corner. Our attentive team is always there for you to make your stay unforgettable. The location is ideal to discover the cultural treasures of the area. Cleanliness and safety are self-evident for us. Get enchanted by our charming ambiance. <br />We look forward to welcoming you and preparing you a relaxing stay!,563418004,Ruslan,t,8.0,8.0,t,t,52.51287809999999,13.4028694,Entire rental unit,Entire home/apt,7,1.0,3.0,5.0,$332.00,365,1,3,365,365,2.6,365.0,,t,19,37,62,130,26,26,5,4.88,4.96,4.88,5.0,4.96,4.85,4.77,"Legal entity name and Legal form: NLS Next Level Stay UG <br/>Legal representatives or Trade register number:  HRB 258084 <br/> Entity address: Torstraße 156, 10115, Berlin, Berlin <br/>Listing address: Scharrenstraße 16a, 10178, Berlin, Berlin",t,8,8,0,0,4.59
2227,2227,32582612,20241221052002,"Apartment ""Iris5""","Exclusive living, 5 rooms, up to 11 people, luxuriously furnished holiday apartment ""Iris5""<br /><br />After your binding booking, you will receive an email from us with summarized information about the apartment.<br />Please note these.<br />In order to simplify your journey, we kindly ask you to contact us by phone about 2 hours before your arrival so that we can hand over the key to you.",1496069,Tim,f,15.0,15.0,t,t,52.46939,13.38588,Entire rental unit,Entire home/apt,11,2.0,4.0,6.0,$319.00,365,1,4,22,1125,1.3,1080.2,,t,23,53,81,320,21,4,0,4.19,4.48,4.52,4.57,4.29,4.62,4.05,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Ringbahnstr.70, 12099, Berlin, Deutschland",t,15,15,0,0,0.3
2233,2233,1295679242910327045,20241221052002,1 Room Chic Flat with Balcony,"Whether you're visiting for business or leisure you'll find everything you need just a short distance away.<br /><br />The flat features amenities to ensure a relaxing stay. You'll enjoy a fully equipped kitchen, comfortable living spaces, and a peaceful atmosphere, making it an ideal home base after a day of exploring the city. Public transport is easily accessible, so you can easily reach Berlin’s top attractions, from the iconic Brandenburg Gate to the trendy neighborhoods of Mitte and Prenzlauer Berg.",661489196,Sviltana,f,1.0,1.0,f,t,52.57363,13.43549,Entire rental unit,Entire home/apt,6,1.0,1.0,1.0,$84.00,365,1,1,365,365,1.0,365.0,,t,9,9,9,9,1,1,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,"First name and Last name: Sviltana Havrykova <br/> Contact address: Beate Hahn Str 6 , 13089 , Berlin, Germany <br/>Listing address: Beate Hahn Str 6 , 13089 , Berlin, Germany",t,1,1,0,0,1.0
2239,2239,30917918,20241221052002,Welcome - Green Garden Berlin,"Welcome to Berlin - Stadterholung Punkt DE & Your Flair with Green Garden Berlin<br />Our house with 60qm area and 300qm garden, located in the district Treptow-Köpenick of Berlin in the district Müggelheim in the immediate vicinity of the Müggelberge, the great Müggelsee, and other lakes and the Berlin city forest. It is divided into two separate bedrooms with kitchen in the living area and separate bathroom and toilet You can easily reach the city center in a few minutes with car or Bus and train.",231054516,Björn,f,2.0,2.0,t,t,52.41474,13.64709,Entire home,Entire home/apt,5,1.0,2.0,4.0,$134.00,90,4,4,1125,1125,4.0,1125.0,,t,0,0,16,150,14,3,0,4.93,4.93,4.86,5.0,5.0,4.64,4.86,"First name and Last name: 09/Z/AZ/003058-21 <br/> Contact address: Am Müggelberg, 12559, Berlin, Deutschland <br/>Listing address: Am Müggelberg, 12559, Berlin, Deutschland",f,2,2,0,0,0.2
2241,2241,18326179,20241221052002,Rooftop appartement in Neukoelln / Kreuzkoelln,"Light appartement up the rooftop, including two balconys and two bathrooms. A place to feel home! <br />Right in Neukoelln / Kreuzkoelln -the best area in Berlin.<br /><br />We actually live here. So don`t expect one of these IKEA places please. There might be some little dust behind the sofa but there might be some soul as well.<br /><br />Be aware that party’s are NOT allowed. our neighbors got kids...",1260005,Philip,f,1.0,1.0,t,f,52.48867,13.42686,Entire rental unit,Entire home/apt,6,,3.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,5,0,0,4.4,4.8,3.8,5.0,5.0,5.0,4.6,,f,1,1,0,0,0.07
2242,2242,1054275611703176302,20241221052002,"8 [RU3] max 8 Gäste · 3 Schlaf-Zi, gr. Bad, Kochz","• 3 bedroom, 1 bathroom with tub + shower<br />· Large cooking-dining area<br />• am Park ""TEMPELHOFER FELD"", Ex-Flughafen  «Tempelhof», <br />• Bed linen, towels, (N)espresso capsules, hair dryer, iron, shampoo etc - everything you need is there!<br />• Underground/S-Bahn ""Tempelhof"": 5 stops to ""Stadtmitte"". <br />• Spacious, modern, Wi-Fi<br />· Small kitchen well equipped, vinegar, oil, spices<br />• large living/cooking/dining area, TV,  <br />• 3 bedrooms, beds 180cm wide, 1 sofa bed 140cm in size Bedroom, <br />· Washing machine,",909226,Werner,t,13.0,13.0,t,t,52.46818030000001,13.3902455,Entire rental unit,Entire home/apt,8,1.0,3.0,3.0,$279.00,365,2,2,365,365,2.0,365.0,,t,8,24,44,226,11,11,0,5.0,5.0,5.0,5.0,5.0,4.82,5.0,"First name and Last name: Werner Bern <br/> Contact address: Axel-Springer-Str. 39, 10969, Berlin, Deutschland <br/>Listing address: Ringbahnstr. 38-40, 10229, Berlin, Deutschland",t,13,13,0,0,0.98
2253,2253,17429361,20241221052002,Huge Loft 2368 sq. ft. + 1076 sq. ft. roof terrace,"Huge modern loft apartment:<br /><br />3 bedrooms, 2 bathrooms, utility room, living and dining area with kitchen, 2 balconies, 1076 sq. ft. roof terrace with barbecue area and and open-air bar.<br /><br />Kitchen: Hotplate, dishwasher, refrigerator, oven, microwave, coffee machine, espresso machine, etc.<br /><br />Utility Room: Washing machine, iron, ironing board, stroller. <br /><br />All windows have electric blinds. Wi-Fi available.<br /><br />The apartment is on the fourth floor, there is no elevator.",46566344,Heiko,f,4.0,4.0,t,t,52.54884,13.41474,Entire rental unit,Entire home/apt,12,2.0,3.0,6.0,$271.00,200,100,100,200,200,100.0,200.0,,t,28,58,88,268,138,0,0,4.94,4.94,4.9,4.8,4.85,4.81,4.79,03/Z/ZA/003626-18,f,4,4,0,0,1.46
2265,2265,1309463733040994633,20241221052002,Luxus Apartment | Terrasse Villa,"Exclusive apartment with garden and terrace – ideal for families or groups. With several bedrooms, spacious living spaces and several luxurious bathrooms, it offers plenty of space and comfort. The modern kitchen is fully equipped, and a walk-in closet provides extra storage. The large garden and terrace offer perfect recreational opportunities. Peaceful location, well connected to the city center. Book now for an unforgettable stay!",666509818,Chi Kien,f,1.0,1.0,t,t,52.4843696,13.2683761,Entire rental unit,Entire home/apt,5,3.5,4.0,4.0,$240.00,730,92,92,730,730,92.0,730.0,,t,30,60,90,365,0,0,0,,,,,,,,,t,1,1,0,0,
2277,2277,1302766275383005626,20241221052002,Wohnen im Westend,"The whole apartment is for you. I offer a 70 sqm apartment in the heart of West Berlin, the Westend! With the U2 you can reach the Zoologischer and great places subway station in Berlin in 15 minutes. Radio tower, Olympic stadium and the forest stage are walking highlights. Teufelsberg and the Grunewald your neighbors. The apartment offers one double bedroom, living room with dining area, TV, pull-out sofa bed for 3 people, large balcony, kitchen, bathroom.",21113791,Nina,f,1.0,1.0,t,t,52.5164106,13.2552099,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,$77.00,365,92,92,365,365,92.0,365.0,,t,28,58,88,268,0,0,0,,,,,,,,,f,1,1,0,0,
2281,2281,1060072094941688326,20241221052002,Wohnen auf dem See,Stay close to the city and yet in the middle of nature. This offers our houseboat on the Spree on the Müggelsee in one of the most beautiful district of Berlin with its own strolling mile.,48034255,Yosh,f,2.0,2.0,t,t,52.44549509494604,13.622816875576971,Boat,Entire home/apt,8,1.5,3.0,5.0,$220.00,28,2,2,28,28,2.0,28.0,,t,24,54,84,95,4,4,0,5.0,4.75,4.75,4.75,4.75,4.75,5.0,"First name and Last name: Herr Rackow  <br/> Contact address: Müggelseedamm 142, 12587, Berlin , Berlin  <br/>Listing address: Spree, 12587, Berlin , Berlin ",f,2,2,0,0,0.49
2285,2285,2396312,20241221052002,Home Wilma Apt. Singer  No Party,"Spacious, quiet apartment with everything you need. Close to Alexanderplatz and located in the center of Berlin. Well equipped for families.",9275367,Benjamin,f,1.0,3.0,t,t,52.516956,13.425152,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,$149.00,22,1,5,22,22,3.0,22.0,,t,15,35,57,92,270,30,3,4.65,4.78,4.8,4.78,4.77,4.62,4.51,"First name and Last name: Benjamin Regitz <br/> Contact address: Am Schießrain 19, 60389, Frankfurt a.M., Deutschland <br/>Listing address: Singerstr. 113, Apt. Singer, 10179, Berlin, Deutschland",t,1,1,0,0,2.13
2294,2294,42485855,20241221052002,"2 Downtown Apts, 152sqm, 4BR, 5min Main Station","Two apartments next to each other:  <br />**Apt. I**: 103 sqm, 3 bedrooms, 2 kingsize beds, 1 grand kingsize bed, dining area for 7 people, living area with 65-inch Smart TV, spacious bathroom with walk-in shower, fully equipped kitchen, large work desks, 1 Gbit/s fiber optic connection.  <br />**Apt. II**: 49 sqm, 1 bedroom with kingsize bed, comfortable boxspring sofa, dining area, living area with 65-inch Smart TV, luxurious bathroom with walk-in shower, fully equipped kitchen, high-quality furniture.",193731690,Ludger,t,13.0,15.0,t,t,52.53204,13.37452,Entire rental unit,Entire home/apt,11,2.0,4.0,6.0,$108.00,1125,1,5,1125,1125,4.3,1125.0,,t,1,12,35,132,27,5,0,4.78,4.74,4.93,4.74,4.93,4.7,4.74,"Legal entity name and Legal form: JH Work and Living GmbH <br/>Legal representatives or Trade register number:  HRB 195654 B <br/> Entity address: Landsberger Allee 102, 10249, Berlin, Berlin <br/>Listing address: Habersaathstr. 15, 10115, Berlin, Berlin",t,13,13,0,0,0.5
2297,2297,30037247,20241221052002,MIDTOWN-APARTMENTS-BERLIN PREMIUM,"Welcome to Midtown-Apartments-Berlin. Here you can expect an exclusive accommodation, which is absolutely modern. <br />The apartment can be found at Britzer Damm 77 in 12347 Berlin. You can reach the central districts of Kreuzberg, Schöneberg, Mitte, Friedrichshain, etc., in a few minutes. Within a direct radius of 25 m is a large supermarket, a drugstore, a gas station, a pharmacy, a kiosk, several restaurants",225736549,Rabih,f,2.0,2.0,t,t,52.45473,13.4366,Entire serviced apartment,Entire home/apt,12,2.0,4.0,12.0,$500.00,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,25,25,6,0,0,4.5,4.83,4.67,5.0,5.0,4.67,4.67,"Legal entity name and Legal form: Einzelunternehmen <br/>Legal representatives or Trade register number: Rabih Khasaehe <br/> Entity address: Britzer Damm 77, 12347, Berlin, Berlin  <br/>Listing address: Britzer Damm 77, 12347, Berlin, Berlin",f,2,2,0,0,0.09
2322,2322,699830332714793050,20241221052002,"Numa | XL Studio w/ Kitchenette, Balcony & Sofabed","This modern studio offers one-bedroom across 44 sqm of space. Ideal for up to six guests, its king-sized bed, sofa bed, balcony and fully equipped kitchenette makes this stay a perfect way to experience Berlin. It also offers a living room, with a desk, dining table and chairs. With a modern shower, A/C, a coffee maker and free WiFi, you’ll have everything you need for maximum comfort and minimal stress. But here's the best part: at Novela you're just a stone's throw from the lively Ku'damm!",472849007,Numa Novela,t,8.0,8.0,t,t,52.4988328,13.3120967,Entire serviced apartment,Entire home/apt,6,1.0,1.0,3.0,$138.00,365,1,3,999,999,2.0,999.0,,t,8,31,55,274,9,1,0,4.0,4.22,4.44,4.33,4.22,4.11,4.0,"Legal entity name and Legal form: COSI Hamburg Süd GmbH <br/>Legal representatives or Trade register number: HRB 222855 B <br/> Entity address: Potsdamer Straße 68A, 10785, Berlin, Germany <br/>Listing address: Konstanzer Str. 1, 10707, Berlin, Germany",t,8,8,0,0,0.34
2327,2327,44428445,20241221052002,Interior Design Apartment with 70sqm,"BENSIMON apartments Berlin Wedding: <br /><br />This location is ideal to enjoy the untroubled charm of Berlin, it lets you experience the multicultural flair of the lively Sprengelkiez. Numerous late shops, great bars and a diverse gastronomic selection will bring you closer to Berlin and our Wedding district. The historic center of Berlin and the city’s whole diversity is easily accessible from S & U-Bahn Wedding.",3003519,Simon,t,31.0,33.0,t,t,52.541718,13.363287,Entire serviced apartment,Entire home/apt,5,1.0,1.0,1.0,$173.00,1125,1,2,1125,1125,1.3,1125.0,,t,10,26,47,298,116,39,3,4.97,4.97,4.93,4.92,4.96,4.69,4.84,"Legal entity name and Legal form: BENSIMON apartments GmbH <br/>Legal representatives or Trade register number: HRB 193352 B <br/> Entity address: Sickingenstrasse 4, 10553, Berlin, Deutschland <br/>Listing address: Lynarstr. 4, 13353, Berlin, Deutschland",t,31,31,0,0,2.55
2338,2338,1064342235550660801,20241221052002,Modern Ap KuDamm w 4 bed rooms,"The spacious four-bedroom apartment is located just a few meters away from Ku'damm. The apartment was lovingly prepared even for a larger number of people and has its own wonderful for families, students, or work travelers.<br />***Please notice that this listing has been renewed recently. That's why it hasn't been evaluated yet***",555231924,Flo Und Friedl,f,2.0,2.0,t,t,52.49893852810081,13.307482937662694,Entire rental unit,Entire home/apt,8,2.0,4.0,5.0,$129.00,30,2,3,15,30,2.0,29.9,,t,23,50,75,75,22,22,0,4.5,4.55,4.45,4.82,4.82,4.59,4.14,"Legal entity name and Legal form: Duis12 GbR <br/>Legal representatives or Trade register number: Friederike Sziegoleit Robert Müller-Reissmann <br/> Entity address: Köpenicker Str. 10a, 10997, Berlin, Deutschland <br/>Listing address: Duisburger Str. 12 , 10707, Berlin, Deutschland",f,2,2,0,0,2.25
2343,2343,1091799230553429601,20241221052002,URBAN FLATS Berlin | Flat No. 204 | City Center,"Welcome to URBAN FLATS Berlin!<br /><br />Experience the capital in our modern and cozy apartment in the heart of Berlin Mitte. Our apartments are in the best location to explore the famous sights such as the Brandenburg Gate, Alexanderplatz and the beautiful Museum Island. Many authentic restaurants and shops can be found right outside the door. The connection with the public transportation is optimal.",546288100,Douglas,f,44.0,46.0,t,t,52.52267445785499,13.399801867181534,Entire rental unit,Entire home/apt,5,1.0,1.0,4.0,$198.00,365,1,2,1125,1125,2.0,1125.0,,t,27,57,87,97,32,32,0,4.72,4.78,4.66,4.84,4.84,4.91,4.69,"First name and Last name: URBAN FLATS Berlin <br/> Contact address: Ringbahnstr. 2-14, 12051, Berlin, Deutschland  <br/>Listing address: Oranienburger Str. 11, 10178, Berlin, Deutschland ",t,44,44,0,0,3.27
2347,2347,50254578,20241221052002,"5 [RU] 7 Schlafzi, 3 Bäd, max 18, @TempFeld U-Bahn","• 7 bedrooms, 3 bathrooms with tub|shower, large cooking-dining area<br />• am Park ""TEMPELHOFER FELD"", Ex-Flughafen  «Tempelhof», <br />• Bed linen, towels, (N)espresso capsules, hair dryer, iron, shampoo etc - everything you need is there!<br />• Underground/S-Bahn ""Tempelhof"": 5 stops to ""Stadtmitte"". <br />• Spacious, modern, Wi-Fi, large Kitchen, fully equipped,<br />• Large living/cooking/dining area, TV,  <br />•  7 bedrooms, beds 180cm wide, 2 sofa beds 140cm in size Sleeping, Dishwasher, Washing machine,",909226,Werner,t,13.0,13.0,t,t,52.468239,13.38998,Entire rental unit,Entire home/apt,16,3.0,7.0,9.0,$917.00,1125,2,2,1125,1125,2.0,1125.0,,t,8,24,43,215,59,17,1,4.92,4.97,4.9,4.93,4.92,4.68,4.8,"First name and Last name: Werner Bern <br/> Contact address: Axel-Springer-Str. 39, 10969, Berlin, Berlin <br/>Listing address: Ringbahnstr. 38-40 , 12099, Berlin, Berlin",t,13,13,0,0,1.45
2364,2364,54394892,20241221052002,Ela Apartments Berlin,Take the whole family to this great home with plenty of room for fun and entertainment.<br />We have 4 beds and a sofa bed for 2 people,441608276,Faouzi Daniela,f,8.0,8.0,t,t,52.4342,13.31389,Entire rental unit,Entire home/apt,6,1.5,2.0,4.0,$225.00,365,2,2,365,365,2.0,365.0,,t,19,49,79,352,9,3,0,3.89,3.78,3.56,4.33,4.44,4.22,3.44,06/Z/AZ/003928-21,f,8,3,5,0,0.26
2371,2371,600430950047252098,20241221052002,Großes Familienzimmer mit Balkon,"Our spacious family rooms can accommodate up to 5 people.  With a room size of over 35 square meters and ceiling heights of almost 4m, this category is equipped with 1 double bed, 1 single bed and 1 sofa bed and is ideal for a city break with the whole family. The three of them each have their own bed and the sofa bed is retained as an additional seating option. Especially if you are longer in Berlin during the holiday season, you will find your home away from home...",98716346,Daniel,t,6.0,6.0,t,t,52.4987,13.32467,Private room in bed and breakfast,Private room,5,1.0,1.0,4.0,$123.00,365,1,3,99,99,1.3,99.0,,t,20,44,58,209,7,0,0,5.0,4.86,4.71,5.0,5.0,5.0,4.71,"Legal entity name and Legal form: Hotel Seifert Familie Zielke OHG <br/>Legal representatives or Trade register number: 54564 B <br/> Entity address: Uhlandstr. 162, 10719, Berlin, Deutschland <br/>Listing address: Uhlandstr. 162, 10719, Berlin, Deutschland",t,6,0,5,0,0.22
2373,2373,3301269,20241221052002,Familienwohnung mit Panoramablick in toller Lage,"Our attractive, super-equipped apartment with great views is the ideal starting point for exploring Berlin due to its central location. The Ostbahnhof, East Side Gallery and Mauerstreifen are only a few minutes' walk away. The Kottbusser Tor and Oranienstraße are also close by.",3315321,Nadine,f,1.0,1.0,t,t,52.50692,13.42411,Entire rental unit,Entire home/apt,5,1.5,3.0,2.0,$170.00,730,4,5,730,730,5.0,730.0,,t,0,6,6,34,17,3,0,5.0,5.0,4.94,4.82,4.94,4.94,4.94,01/Z/RA/015385-23,f,1,1,0,0,0.14
2380,2380,704085012640736627,20241221052002,Central City West 6  - apartment with 3 bedrooms,"Central City West 6 - is on the 3rd floor and has 4 rooms. Its original design allows space for a maximum of 8 people on 105.00 square meters. It has a living room, 3 separate bedrooms, a fully equipped kitchen and 1 large bathroom. It has an elevator and is located in the center of Berlin, just a few minutes' walk from Alexanderplatz and Hackescher Markt. Public transport is available nearby as well as several restaurants with menus from around the world.",474446566,Levan,f,5.0,5.0,f,t,52.50925179999999,13.4239126,Entire rental unit,Entire home/apt,8,1.0,3.0,4.0,$123.00,365,2,3,365,365,2.4,365.0,,t,30,60,77,108,8,8,1,4.0,4.0,3.75,4.13,4.25,4.0,3.75,01/Z/ZA/005017-16,t,5,5,0,0,1.15
