,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
13133,13133,11286561,20241221052002,"bed in a 6-Bedroom mixed, Ensuite  No. 5","with en-suite bathroom,  WIFI, bed linen, and storage<br />Breakfast buffet is available for € 7.00 including juices, coffee and tea.<br />The reception is open 24 hours.<br />""Late Check Out"" is possible after prior agreement!<br />Padlock: 5,00 € deposit<br />Keycard: 2,00 € deposit",8250486,Singer Hostel Berlin,f,27.0,49.0,t,t,52.5177,13.42561,Shared room in hostel,Shared room,6,1.0,1.0,6.0,$21.00,14,1,3,14,14,1.0,14.0,,t,30,60,90,180,55,6,0,4.64,4.75,4.65,4.64,4.76,4.56,4.49,"Legal entity name and Legal form: Odysseehostel GmbH &amp; Co KG <br/>Legal representatives or Trade register number: Susan Jurisch <br/> Entity address: Singerstr. 109, 10179, Berlin, Deutschland <br/>Listing address: Singerstr. 109, 10179, Berlin, Deutschland",f,27,0,11,16,0.53
13137,13137,648256211993106145,20241221052002,Dachgeschoss-Maisonette im Herzen von Berlin,"The high quality equipped duplex apartment on the top 2 floors of an old building in Mitte offers the ideal starting point to get to know Berlin. Centrally located in one of the most beautiful areas of Berlin (Mitte/Prenzlauer Berg) in the immediate vicinity of Rosenthaler Platz and Kastanienallee, you will find numerous cafes, bars and restaurants right outside the door and the Volkspark am Weinberg. It is only a short walk to Hackescher Markt.",37961285,Stephan,t,5.0,5.0,t,t,52.53325,13.40221,Entire rental unit,Entire home/apt,5,1.5,2.0,3.0,$200.00,200,3,4,200,200,3.7,200.0,,t,3,33,63,223,55,33,2,4.93,4.95,4.98,4.65,4.84,4.95,4.76,01/Z/RA/015950-23,f,1,1,0,0,2.3
13138,13138,7326380,20241221052002,Wohnung im Friedrichshain am Boxi,"We rent out our 80m2 apartment in Friedrichshain, near Boxhagener Platz. The apartment has 1 bedroom, 1 children's room, 1 living room,  1 kitchen, 1 bathroom & 1 balcony. The apartment is rented for 2 people, the children's room is not rented. The bedroom has a double bed and a toddler bed. An extra bed with 2 mattresses is possible.",22539100,Judith,f,1.0,1.0,t,t,52.51184,13.46136,Entire rental unit,Entire home/apt,5,,2.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,13,0,0,4.77,4.77,4.77,4.69,4.69,4.77,4.69,,f,1,1,0,0,0.11
13139,13139,28182613,20241221052002,Familienhaus im Bergmannkiez,"The apartment is centrally located in Berlin in the trendy Bergmannkiez in Berlin-Kreuzberg (X-berg), in a side street to the famous Bergmannstraße. Here you are quietly accommodated, but with a few steps in the middle of the life of Berlin and can enjoy the culture, the sights, restaurants, bars and - if you want - also the nightlife. The Victoria Park, the huge Tempelhofer Field or Berlin-Mitte are also nearby.",6444753,Elisa,t,9.0,9.0,t,t,52.49048,13.39128,Entire rental unit,Entire home/apt,6,1.5,3.0,3.0,$199.00,182,3,7,182,182,6.5,182.0,,t,20,50,80,355,144,36,4,4.84,4.85,4.85,4.93,4.94,4.92,4.73,"First name and Last name: Elisa Behrends <br/> Contact address: In den Floragärten 18, 13187, Berlin, Berlin <br/>Listing address: Nostizstraße 15, 10981, Berlin, Berlin",f,9,9,0,0,2.14
13142,13142,1025992615676671296,20241221052002,Flattering Berlin 10,This fully renovated apartment offers all the comforts you need to have an enriching stay.<br /><br />Enjoy an unparalleled stay in this apartment in the heart of Berlin! Fall in love with the cultural atmosphere and enjoy the modern comforts of this apartment as if you were in your own house. The magnificent interior spaces have been renovated with class.,512039689,Flattering,f,10.0,10.0,t,t,52.5497111586212,13.369153684906347,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,$100.00,365,45,45,365,365,45.0,365.0,,t,29,59,89,364,0,0,0,,,,,,,,01/Z/NA/014617-22,f,10,10,0,0,
13143,13143,1034159960181338229,20241221052002,Beautiful 4-rooms (147m2) in Hip Neukölln,"Make yourself right at home in this beautiful and large altbau apartment in the heart of one of Berlins most loved areas - Schillerkiez in Neukölln. <br /><br />3 bedrooms, 1 large living room, 2 bathrooms, 1 kitchen with a balcony.<br /><br />2 minutes walk to subway station U Boddin str (U8).<br /><br />5 minute walk to the iconic Tempelhofer Feld (a former airfield made into Berlins biggest park).<br /><br />8 minute walk to the Open Air Cinema in Hasenheide park that is open daily in summer. <br /><br />Enjoy Bars, Cafés & Vintage shopping.",17123104,Maryanne,t,1.0,1.0,t,t,52.4788885,13.424367,Entire condo,Entire home/apt,8,2.0,3.0,4.0,$500.00,25,1,2,25,25,2.0,25.0,,t,0,0,0,81,10,10,0,5.0,5.0,4.8,5.0,5.0,5.0,4.6,08/Z/RA/013191-23,f,1,1,0,0,0.84
13150,13150,1266583009675062318,20241221052002,Zentrales Apartment:Mehringdamm,"Central apartment on Mehringdamm, Berlin<br /><br />This 120 sqm apartment on the ground floor offers <br /><br />(2 bedrooms) on<br />(living room with sofa bed) one (fully equipped kitchen) and a modern (bathroom)<br /><br />It is centrally located on Mehringdamm, close to many restaurants, bars and attractions. <br /><br />Ideal for city travelers who want to explore Berlin!<br />The apartment is in the immediate vicinity of popular attractions such as Tempelhofer Feld, Checkpoint Charlie and Bergmannkiez.",537147067,Dani,f,7.0,7.0,t,t,52.491649034547365,13.397995792329311,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,$236.00,30,2,2,30,30,2.0,30.0,,t,16,44,73,73,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"First name and Last name: Daniel Smith <br/> Contact address: Hauptstraße 77, 10317 , Berlin, Deutschland <br/>Listing address: Schleiermacherstraße 15, 10961 , Berlin, Deutschland",t,7,1,6,0,0.61
13152,13152,29696197,20241221052002,Schöne 67 qm Altbauwohnung im Schillerkiez Berlin,"Beautiful  old apartment in  with natural floorboards.<br /><br />Approx. 67 sqm is comfortably equipped. Amenities with WIFI, TV  <br /> Ground floor apartment <br /><br />Living/Bedroom: 2<br />Bathroom with bathtub: 1<br />Kitchen: 1<br /><br />electric stove <br />Microwave<br />Coffee Maker, Kettle, Toaster,Utensils<br /><br /><br />Sheets and towels are provided. ( Towel only 1 towel per person 70 x 40 cm )<br /><br />Suitable for 4 - 5 persons<br /><br />Check in ab 14:30 h !",12831548,Martin,t,5.0,6.0,t,t,52.47438,13.42448,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,$99.00,1125,4,4,1125,1125,4.0,1125.0,,t,6,20,45,45,227,37,1,4.75,4.86,4.76,4.91,4.84,4.76,4.72,"First name and Last name: Martin Mittag <br/> Contact address: Lucy-Lameck Straße 15, 12049, Berlin, Berlin <br/>Listing address: Leinestraße 9, 12049, Berlin, Berlin",f,4,4,0,0,3.06
13157,13157,30035135,20241221052002,MIDTOWN-APARTMENTS-BERLIN,"Welcome to Midtown-Apartments-Berlin. Here you can expect an exclusive accommodation, which is absolutely modern. <br />The apartment can be found at Britzer Damm 77 in 12347 Berlin. You can reach the central districts of Kreuzberg, Schöneberg, Mitte, Friedrichshain, etc., in a few minutes. Within a direct radius of 25 m is a large supermarket, a drugstore, a gas station, a pharmacy, a kiosk, several restaurants",225736549,Rabih,f,2.0,2.0,t,t,52.45657,13.43885,Entire serviced apartment,Entire home/apt,8,2.0,3.0,8.0,$250.00,1125,3,3,1125,1125,3.0,1125.0,,t,11,12,37,37,3,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,"Legal entity name and Legal form: Einzelunternehmer  <br/>Legal representatives or Trade register number: Rabih Khasaehe <br/> Entity address: Britzer Damm 77, 12347, Berlin, Berlin <br/>Listing address: Britzer Damn 77, 12347, Berlin , Berlin",f,2,2,0,0,0.04
13160,13160,1313567494667921377,20241221052002,Modern Design 75 m² Apartment in Berlin Mitte,"Welcome to Your New Home in Berlin Mitte!<br /><br />This stylish 75 m² apartment offers the perfect blend of comfort and convenience, accommodating up to 6 guests. Located on Lützowstrasse, it’s ideal for families, professionals, or groups exploring the vibrant city of Berlin.",666781571,Dilan,f,1.0,1.0,t,t,52.50357343789637,13.368533488451815,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,$117.00,1123,1,5,1123,1123,4.2,1123.0,,t,27,51,81,353,0,0,0,,,,,,,,,t,1,1,0,0,
13164,13164,1163589720186876018,20241221052002,"2 Design APTs Downtown, 150m2, 3SZ, 2B, 2 Küchen","Two apartments door to door: 70m² design suite + 80m² work-play accommodation<br />-Downtown Kreuzberg: Street Art & Neighborhood Culture<br />- Sustainability: hybrid accommodation form + CO2-neutral cleaning<br />- High-quality equipment<br />-Sleeping comfort: 180x200 king size bed, 120x200 smart bed, 2x 90x200 box spring beds, sofa bed<br />-Designed workspaces + conference room<br />-two full-fledged kitchens + bathroom<br />-200mbits Wi-Fi<br />-3 stations to Alexanderplatz  <br />-no street noise: 4th floor (without an elevator)",193731690,Ludger,t,13.0,15.0,t,t,52.49970665615497,13.414382374311064,Entire rental unit,Entire home/apt,9,2.0,3.0,0.0,$80.00,365,2,5,365,365,4.3,365.0,,t,1,6,27,89,0,0,0,,,,,,,,"Legal entity name and Legal form: JH Work and Living GmbH <br/>Legal representatives or Trade register number: ab KW 27 werden die Arbeiten im 5.OG beginnen <br/> Entity address: Landsberger Allee 102, 10249, Berlin, Berlin <br/>Listing address: Ritterstr. 2a, 10969, Berlin, Berlin",f,13,13,0,0,
13165,13165,1279581870395996202,20241221052002,Friedrichshain-mitten im Kiez,"Ground floor apartment with kitchen and bathroom. It has two bedrooms. It is not far to the Frankfurter Tor (U-Bahn) and thus close to the center or to the central station. The apartment is bright and spacious, also has washing machine.",116200754,Karl Friedrich,f,97.0,126.0,t,t,52.52294709963452,13.454685092509909,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,$189.00,365,3,3,365,365,3.0,365.0,,t,30,60,90,365,0,0,0,,,,,,,,"First name and Last name: Karl Rommel <br/> Contact address: Georgstrasse 22, 88214, Ravensburg, Ba-Wü <br/>Listing address: Matternstr. 11, 10249, Berlin, Berlin-Friedrichshain",t,19,19,0,0,
13177,13177,44641925,20241221052002,Hausboot DUVAL 6 - mit und ohne Führerschein,"MORE PICTURES WILL FOLLOW! <br />Comfortably equipped houseboat for stylish holidays!<br />The houseboat is 12 meters long and stocked with everything you might need for a relaxing vacation. <br />This houseboat is equipped with two 7.5 hp engine,  with 15 hp you drive license free of license. Since driving a houseboat is comparable to driving a truck, a detailed briefing/instruction is still necessary, which may be subject to a fee (EUR 60,--) depending on previous experience/duration.",29966940,Viola,f,5.0,7.0,t,t,52.5563,13.22379,Houseboat,Entire home/apt,6,1.0,2.0,3.0,$250.00,1125,2,2,1125,1125,2.0,1125.0,,t,29,59,89,364,6,3,0,4.67,4.67,4.83,4.67,4.5,4.83,4.67,"First name and Last name: Viola Stendahl-Blaschke <br/> Contact address: Fohlenweide 57, 16767, Leegebruch, Deutschland <br/>Listing address: Pohleseestr. , 13599, Berlin, Deutschland",f,5,5,0,0,0.12
13181,13181,1049209317553187092,20241221052002,Bright Quiet Rooftop Loft in Kreuzberg 132sqm,"Welcome to our oasis over the roofs of Berlin. Our apartment is located in the heart of Kreuzberg, in the beautiful Gräfekiez. It is 5 minutes walking distance to public transport, a big park, shopping opportunities and the canals. As it is located on the 6th floor on a quiet street, you don't hear any noise and have a peaceful nest to explore the city from. <br />You have a large living room with an open kitchen and a chimney, 2 rooftop terraces, a bedroom, an office/second bedroom & two bathrooms.",429349502,Carla,f,1.0,1.0,t,t,52.4876558063702,13.419137199930754,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,$280.00,365,2,2,365,365,2.0,365.0,,t,1,31,59,274,5,5,0,5.0,5.0,5.0,4.8,5.0,5.0,5.0,02/Z/RA/018636-24,f,1,1,0,0,0.57
13197,13197,1313340869652172440,20241221052002,5-Room Apartment Schöneberg,"Discover this spacious 5-room apartment in the heart of Berlin-Schöneberg! With space for up to 10 people, the apartment offers plenty of space to feel good. It has a fully equipped, spacious kitchen and two modern bathrooms. Ideal for larger groups or families who want to enjoy a central location with excellent access and numerous cafes, restaurants and shopping nearby. Perfect for your stay in Berlin!",543714208,Murat,f,22.0,22.0,t,t,52.486315,13.350561,Entire rental unit,Entire home/apt,10,2.0,4.0,8.0,$286.00,365,1,1,365,365,1.0,365.0,,t,30,60,90,365,0,0,0,,,,,,,,,t,22,22,0,0,
13200,13200,2118068,20241221052002,Industrial Design Studio Ap. in the Heart of MItte,"Location location location. This Delux Apartment has a perfect location, lying in a part of Mitte that is just close enough to the hotel area but also in a cool street with lots of new cafes and restaurants that makes you feel like a real Berliner. I'm very close to the U6 station, two stations away from Friedrichstrasse, so transportation is easy. The apartment was renovated in 2013 by an architect and furniture were bought in high end shops.",308441,Amit,f,6.0,10.0,t,t,52.53334,13.38104,Entire condo,Entire home/apt,5,1.0,1.0,2.0,$72.00,1125,2,4,1125,1125,4.0,1125.0,,t,18,48,78,353,452,61,4,4.71,4.8,4.59,4.78,4.82,4.86,4.66,01/Z/AF/002147-14,f,3,3,0,0,3.56
13201,13201,252993,20241221052002,Pension am Traveplatz Zimmer 2,,1328326,Wolfram,f,2.0,3.0,t,t,52.51182,13.47093,Private room in rental unit,Private room,5,2.0,1.0,4.0,$30.00,365,92,92,365,365,92.0,365.0,,t,16,46,76,166,174,0,0,4.6,4.73,4.75,4.74,4.71,4.59,4.58,,f,2,0,2,0,1.14
13212,13212,44096314,20241221052002,Luxusresidenz Gendarmenmarkt 150m2 mit Terrasse,"Modern apartment in the luxurious apartment complex very centrally located. The apartment is located in a quiet street, not far from the Spree. Museums, Berlin Cathedral, Gendarmenmarkt, Alexanderplatz and many other sights are within walking distance. The complex is directly opposite the Senate Administration and the underground station Klosterstraße. The old Berlin wall from the 13th century  and the monastery church are right in front of the door. This is the oldest district of Berlin.",62055673,Alice,t,5.0,5.0,t,t,52.51631,13.41146,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,$443.00,1125,2,3,1125,1125,3.0,1125.0,,t,13,15,45,219,40,11,0,4.85,4.8,4.8,4.8,4.78,4.9,4.7,"First name and Last name: Svetlana Limperova <br/> Contact address: Klosterstrasse 65, 10179, Berlin , Germany  <br/>Listing address: Klosterstrasse 65, 10179, Berlin , Germany ",f,3,3,0,0,0.75
13222,13222,741009216124820163,20241221052002,"Blueground | Kreuzberg, nr East Side Gallery","Discover the best of Berlin, with this three bedroom apartment in Kreuzberg. with balcony views over the city. It’ll be easy to simply show up and start living in this elegantly Blueground furnished apartment with its fully-equipped kitchen, comfortable living room, and our dedicated, on-the-ground support. (ID #BER90)",434485440,Blueground,f,322.0,325.0,t,t,52.4955748,13.4309692,Entire rental unit,Entire home/apt,6,1.5,3.0,3.0,$179.00,1125,92,335,1125,1125,96.4,1125.0,,t,0,0,0,235,0,0,0,,,,,,,,"Legal entity name and Legal form: BLUEGROUND GERMANY GmbH <br/>Legal representatives or Trade register number: HRB 232347 B <br/> Entity address: Akazienstr.3a , 10823 , Berlin, Germany <br/>Listing address: Reichenberger Str. 126, 10999, Berlin, Germany",t,318,318,0,0,
